X,Y,OBJECTID,DBH,AREA,PLDATE,TREECLASS,CULTIVAR,ADDRESS,STREET,SIDE,ONSTR,LATITUDE,LONGITUDE,SPName
-76.506082981579,42.4320131765548,6408,43,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4320046869,-76.5060806163,Black Willow
-76.5060974319508,42.4320714029557,6409,32,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4320629136,-76.5060950673,Stump Stump
-76.5061269127218,42.4320787341088,6410,31,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4320702442,-76.506124548,Stump Stump
-76.506163237423,42.4320698483497,6411,16,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4320613589,-76.506160873,Norway Maple
-76.5061243470587,42.4321065577924,6412,25,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4320980679,-76.5061219825,Planting Site Large
-76.5060946655063,42.4321449551775,6413,46,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4321364653,-76.5060923009,Planting Site Large
-76.5061889903684,42.432109253581,6414,12,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.4321007637,-76.5061866258,Crabapple
-76.5062023122709,42.4319639162488,6415,15,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK III,Front,WOOD ST PARK III,42.431955427,-76.5061999478,Austrian Pine
-76.5059947366489,42.4317447274582,6416,7,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317362378,-76.5059923712,White Spruce
-76.5060299124575,42.4317320858358,6417,19,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317235963,-76.5060275472,Stump Stump
-76.5060972090225,42.4317204246625,6418,10,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317119347,-76.5060948445,Blue Spruce 'Glauca'
-76.5061464253639,42.431751330723,6419,8,SOUTH SIDE,UNKNOWN,Park,WINTER KING,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.431742841,-76.5061440603,Winter King Green Hawthorn
-76.5061798215505,42.4317746681406,6420,16,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317661789,-76.5061774571,Austrian Pine
-76.5062552348948,42.4317474048254,6421,17,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317389151,-76.5062528694,Austrian Pine
-76.5062212059959,42.431805967728,6422,11,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4317974779,-76.5062188415,Crabapple
-76.5061395043422,42.4318294131372,6423,20,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4318209236,-76.5061371398,Gray Dogwood
-76.5060209605852,42.4318348214481,6424,20,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK IV,Front,WOOD ST PARK IV,42.4318263319,-76.5060185959,Gray Dogwood
-76.5066975759492,42.4316971516335,6425,23,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.431688662,-76.5066952103,Bald Cypress
-76.5067701066914,42.4317094711174,6426,18,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4317009819,-76.5067677413,Bald Cypress
-76.5069178176436,42.4317010961002,6427,22,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4316926064,-76.5069154529,Bald Cypress
-76.5070754586842,42.4317029134349,6428,22,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.431694424,-76.5070730934,Bald Cypress
-76.5072010371824,42.4317118720099,6429,20,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4317033828,-76.5071986723,Bald Cypress
-76.5073409314165,42.4317002853059,6430,20,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4316917961,-76.5073385656,Bald Cypress
-76.5074261540979,42.4317033055392,6431,16,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4316948159,-76.5074237885,Bald Cypress
-76.5074932269949,42.431694470324,6432,21,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4316859804,-76.5074908615,Bald Cypress
-76.5076289893967,42.4316785726239,6433,23,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.431670083,-76.5076266241,Bald Cypress
-76.5077857887394,42.4316809439079,6434,23,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4316724547,-76.5077834234,Japanese Zelkova
-76.5078192741154,42.4317559992461,6435,8,SOUTH SIDE,Spring 2008,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4317475099,-76.5078169081,Bald Cypress
-76.5078062399972,42.4318388925109,6436,0,SOUTH SIDE,N/A,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4318304031,-76.5078038746,Planting Site Large
-76.5078321375027,42.4320198832376,6437,30,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4320113941,-76.5078297721,Stump Stump
-76.5078320683402,42.4320775101632,6438,37,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4320690202,-76.507829703,London Planetree
-76.5078393715541,42.4321653261274,6439,31,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4321568364,-76.5078370062,Stump Stump
-76.5078356013872,42.4322202056153,6440,28,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.432211716,-76.507833236,London Planetree
-76.5078392299504,42.4322833222708,6441,19,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4322748327,-76.5078368646,Stump Stump
-76.5078465529547,42.4323546736537,6442,36,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4323461842,-76.5078441876,London Planetree
-76.5078501749511,42.4324232784999,6443,7,SOUTH SIDE,Spring 2008,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4324147892,-76.5078478096,Dawn Redwood
-76.5078501025115,42.4324836495176,6444,34,SOUTH SIDE,UNKNOWN,Park,UNASSIGNED,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4324751594,-76.5078477372,London Planetree
-76.5073665276152,42.4324768452594,6445,8,SOUTH SIDE,UNKNOWN,Park,SUGAR TYME,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4324683557,-76.5073641628,Flowering Crabapple
-76.50732240551,42.4324845486437,6446,7,SOUTH SIDE,UNKNOWN,Park,SUGAR TYME,1,WOOD ST PARK V,Front,WOOD ST PARK V,42.4324760586,-76.5073200406,Flowering Crabapple
-76.5031407118152,42.4627385658561,6447,48,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4627300706,-76.5031383454,White Willow
-76.5030399522835,42.4627940549146,6448,37,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4627855593,-76.5030375862,White Willow
-76.5029459638763,42.4628629566511,6449,49,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4628544613,-76.5029435976,White Willow
-76.5025431790842,42.4631261019031,6450,51,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.463117606,-76.5025408136,White Willow
-76.5024801078641,42.463178195021,6451,53,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4631696992,-76.5024777422,White Willow
-76.502396933844,42.4632499812566,6452,3,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4632414858,-76.5023945684,White Willow
-76.5023338696592,42.4633134053462,6453,42,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4633049097,-76.5023315039,White Willow
-76.5022013813486,42.4633726452515,6454,48,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4633641495,-76.5021990156,White Willow
-76.5020757530589,42.4634770141945,6455,45,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4634685189,-76.5020733867,White Willow
-76.5021621343172,42.4630897544835,6456,2,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4630812589,-76.5021597689,Tulip Tree
-76.5020852367095,42.4631981651305,6457,28,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4631896697,-76.5020828703,Stump Stump
-76.5020771689989,42.4631408523582,6458,2,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4631323571,-76.5020748028,Planting Site Large
-76.5018601951788,42.4632654713205,6459,3,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4632569755,-76.5018578289,Tulip Tree
-76.5019814733656,42.4631973208863,6460,3,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4631888251,-76.501979108,Tulip Tree
-76.501685867049,42.4633252462659,6461,3,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.463316751,-76.501683501,Magnolia
-76.5015573332757,42.4634033547176,6462,3,NORTH SIDE,SPRING 2016,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4633948592,-76.5015549675,Sugar Maple
-76.5019178365075,42.4636395908152,6463,11,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4636310955,-76.5019154703,White Willow
-76.5014275387159,42.463948482964,6464,54,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4639399871,-76.501425173,White Willow
-76.5013587289581,42.464014548355,6465,52,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.4640060526,-76.5013563637,White Willow
-76.5012556896807,42.4640699495745,6466,45,NORTH SIDE,UNKNOWN,Park,TRISTIS,1,STEWART PARK I,Front,STEWART PARK I,42.464061454,-76.5012533234,White Willow
-76.5007113211304,42.4639068608172,6467,46,NORTH SIDE, ,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4638983654,-76.5007089561,Eastern Cottonwood
-76.5007818044957,42.4638575181013,6468,51,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4638490226,-76.5007794384,Black Willow
-76.5010340719481,42.4636683577539,6469,12,NORTH SIDE,SPRING 1998,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4636598619,-76.5010317063,Swamp White Oak
-76.501345926227,42.4632569678149,6470,12,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4632484721,-76.5013435611,Northern White Cedar
-76.5012792373265,42.4632404555937,6471,12,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4632319599,-76.5012768721,Oriental Arborvitae
-76.5010144391881,42.4631395340964,6472,36,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4631310387,-76.501012074,Green Ash
-76.5011016805215,42.4629823835893,6473,1,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4629738883,-76.501099315,Japanese Barberry
-76.5011388960301,42.4628644146808,6474,20,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4628559192,-76.5011365306,Serviceberry
-76.5011833112476,42.4628316939726,6475,20,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4628231983,-76.501180946,Serviceberry
-76.5011908136314,42.462780393625,6476,16,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4627718983,-76.5011884485,Serviceberry
-76.5011340837811,42.4624235392246,6477,15,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK I,Front,STEWART PARK I,42.4624150439,-76.5011317185,Serviceberry
-76.5046108923556,42.4604163799177,6478,0,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4604078846,-76.5046085256,Planting Site Large
-76.5045960753672,42.4604108815709,6479,2,NORTH SIDE,Spring 2021,Park,BURGUNDY BELLE,1,STEWART PARK V,Front,STEWART PARK V,42.4604023862,-76.5045937086,'Burgundy Belle' Red Maple
-76.5044970777897,42.4603956139243,6480,14,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4603871186,-76.5044947119,Planting Site Large Low Priority
-76.504443104316,42.4603470592432,6481,6,NORTH SIDE,Spring 2014,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4603385641,-76.5044407377,Sugar Maple
-76.5008593900413,42.462486120032,6482,6,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624776246,-76.500857025,Common Lilac
-76.5008517118682,42.4624349456241,6483,1,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624264503,-76.5008493459,Japanese Barberry
-76.5008060416461,42.4623345664256,6484,6,NORTH SIDE, ,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4623260708,-76.5008036757,Juniper
-76.5006984883671,42.4623921147036,6485,16,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4623836192,-76.5006961235,Norway Spruce
-76.500735487874,42.4624387907987,6486,17,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624302954,-76.500733123,Norway Spruce
-76.5006724158476,42.4624908829274,6487,17,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624823876,-76.5006700509,Norway Spruce
-76.5005908746842,42.4624963122637,6488,23,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.462487817,-76.5005885096,White Ash
-76.5006472557616,42.4624348865484,6489,11,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624263908,-76.5006448902,Sweetgum
-76.5006049384409,42.4624183122852,6490,12,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4624098169,-76.5006025733,Sweetgum
-76.5006279030644,42.4625210357421,6491,30,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4625125405,-76.500625538,Serviceberry
-76.5006834583211,42.4625485166526,6492,30,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4625400214,-76.5006810934,Serviceberry
-76.5007353183538,42.4625677626216,6493,30,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4625592675,-76.5007329535,Serviceberry
-76.5007575164609,42.4625979635382,6494,30,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4625894684,-76.5007551504,Serviceberry
-76.5008731980601,42.4628677673896,6495,40,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4628592721,-76.5008708327,Serviceberry
-76.5007902837849,42.4630452736963,6496,26,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4630367785,-76.5007879178,Northern Red Oak
-76.5007678703912,42.4631797185528,6497,12,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4631712227,-76.5007655043,Crabapple
-76.5007639839798,42.4633169199323,6498,40,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK II,Front,STEWART PARK II,42.4633084243,-76.5007616179,Serviceberry
-76.504355196724,42.4604024836021,6499,15,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4603939882,-76.5043528308,Rose-of-Sharon
-76.5041631537081,42.4598727408985,6500,4,NORTH SIDE,Spring 2013,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4598642464,-76.5041607875,Bald Cypress
-76.5040224459576,42.4597793447296,6501,36,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.45977085,-76.5040200795,Bur Oak
-76.5034478758035,42.4600395014911,6502,38,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4600310068,-76.5034455094,Silver Maple
-76.503940620876,42.4600125362281,6503,55,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.460004041,-76.5039382543,Silver Maple
-76.5039218796556,42.4601799124379,6504,32,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4601714176,-76.503919513,London Planetree
-76.5034704609971,42.4602725195819,6505,13,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4602640245,-76.5034680954,Japanese Pagodatree
-76.5033825768882,42.4602964681608,6506,11,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4602879729,-76.5033802111,Cornelian Cherry
-76.5032915485564,42.4604291866561,6507,13,NORTH SIDE,UNKNOWN,Park,FASTIGIATA,1,STEWART PARK V,Front,STEWART PARK V,42.4604206913,-76.5032891821,Columnar English Oak
-76.5030692699465,42.460365916372,6508,5,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4603574218,-76.5030669043,Cornelian Cherry
-76.5028689968705,42.4604837725139,6509,7,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4604752772,-76.5028666309,Cornelian Cherry
-76.5027651452833,42.4605495576036,6510,13,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4605410624,-76.5027627791,Cornelian Cherry
-76.5026315998486,42.4606509947995,6511,35,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4606424998,-76.5026292334,Green Ash
-76.5023348302412,42.4608758013289,6512,24,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4608673059,-76.5023324645,Pin Oak
-76.5020678035853,42.4610265369858,6513,29,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4610180418,-76.5020654374,Pin Oak
-76.5019269067628,42.4610785746167,6514,23,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4610700795,-76.5019245416,Pin Oak
-76.5018415832507,42.4611443720195,6515,25,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.461135877,-76.5018392179,Pin Oak
-76.5016969597931,42.4612128712245,6516,25,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4612043763,-76.5016945942,Pin Oak
-76.5015634933463,42.4612511932758,6517,33,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4612426984,-76.5015611275,Pin Oak
-76.5011705397338,42.4613387238883,6518,3,NORTH SIDE,Spring 2013,Park,UNASSIGNED,1,STEWART PARK V,Front,STEWART PARK V,42.4613302283,-76.5011681745,Scarlet Oak
-76.5034037984915,42.4625010523466,6519,37,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4624925572,-76.503401432,Black Willow
-76.5033193508141,42.4625672025568,6520,71,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4625587068,-76.5033169847,Black Willow
-76.5031158360916,42.4624141892684,6521,1,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4624056939,-76.5031134694,European Privet
-76.5029191295214,42.4621267868916,6522,1,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4621182912,-76.5029167635,Boxwood
-76.5031751329457,42.4620142543856,6523,8,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4620057595,-76.5031727667,Yew
-76.5029390889841,42.4619990947444,6524,15,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4619905996,-76.5029367225,Redbud
-76.5026041633794,42.4618144700338,6525,5,NORTH SIDE,Spring 2013,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4618059745,-76.5026017968,Purple Leaf Plum
-76.5026944808599,42.4618783515725,6526,8,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4618698564,-76.5026921144,Crabapple
-76.5023622280177,42.4617332975834,6527,45,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4617248025,-76.5023598627,River Birch
-76.5021893363224,42.4616193462389,6528,0,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4616108512,-76.5021869703,Planting Site Large
-76.5016337149895,42.4613994248116,6529,24,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4613909294,-76.5016313493,Pin Oak
-76.5015039612801,42.4614322612696,6530,32,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4614237659,-76.5015015954,Pin Oak
-76.5013927161056,42.4614815753195,6531,33,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.46147308,-76.50139035,Pin Oak
-76.5013131108358,42.4619276202491,6532,12,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4619191246,-76.5013107447,Vernal Witchhazel
-76.5014771433928,42.4621045436743,6533,20,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4620960486,-76.5014747774,Sawtooth Oak
-76.5014510757912,42.4622005689001,6534,23,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4621920731,-76.5014487097,Sawtooth Oak
-76.5014880221361,42.4622884059768,6535,15,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4622799103,-76.5014856561,Sawtooth Oak
-76.5015663155244,42.4624808889433,6536,5,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4624723935,-76.5015639503,Ginkgo
-76.5013284913424,42.4624172639055,6537,22,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4624087685,-76.5013261263,Sugar Maple
-76.5015994304535,42.4625643640425,6538,6,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4625558683,-76.501597065,Ginkgo
-76.5014066577387,42.4626033782345,6539,32,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4625948832,-76.5014042921,Serviceberry
-76.5013594799217,42.4627099847539,6540,23,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4627014892,-76.5013571147,Bald Cypress
-76.5013574187067,42.4628005821601,6541,3,NORTH SIDE, ,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4627920863,-76.5013550533,Viburnum
-76.50141781643,42.4628018506331,6542,10,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4627933553,-76.5014154508,Old Fashioned Weigela
-76.5014605842148,42.4627408856432,6543,11,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4627323898,-76.5014582181,Red Maple
-76.501375941561,42.4629770918477,6544,41,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4629685965,-76.5013735753,London Planetree
-76.5015018101696,42.463084201039,6545,27,NORTH SIDE,UNKNOWN,Park,CRIMSON KING,1,STEWART PARK VI,Front,STEWART PARK VI,42.4630757059,-76.5014994441,'Crimson King' Norway Maple
-76.5017205569678,42.4630184989866,6546,49,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4630100038,-76.5017181913,London Planetree
-76.5016730267349,42.4628537714955,6547,53,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4628452758,-76.5016706615,American Sycamore
-76.5017469172683,42.4627409916716,6548,26,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4627324958,-76.501744551,Sugar Maple
-76.5017173640632,42.462623347747,6549,35,NORTH SIDE,UNKNOWN,Park,UNASSIGNED,1,STEWART PARK VI,Front,STEWART PARK VI,42.4626148527,-76.5017149984,White Ash
