X,Y,OBJECTID,DBH,AREA,PLDATE,TREECLASS,CULTIVAR,ADDRESS,STREET,SIDE,ONSTR,LATITUDE,LONGITUDE,SPName
-76.4980467844808,42.4528297569078,1,14,FALL CREEK,UNKNOWN,Street,UNASSIGNED,120,FALLS ST E,Front,FALLS ST E,42.4528212629,-76.4980444207,Silver Maple
-76.4984914626941,42.4528191105431,2,24,FALL CREEK,N/A,Street,UNASSIGNED,118,FALLS ST E,Front,FALLS ST E,42.4528106165,-76.4984890984,Northern Red Oak
-76.4983210039593,42.4528217283405,3,26,FALL CREEK,UNKNOWN,Street,UNASSIGNED,120,FALLS ST E,Front,FALLS ST E,42.4528132343,-76.4983186406,Silver Maple
-76.498239471426,42.4528299001099,4,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,120,FALLS ST E,Front,FALLS ST E,42.4528214061,-76.4982371079,Japanese Tree Lilac
-76.498117189326,42.4528298092692,5,8,FALL CREEK,UNKNOWN,Street,WINTER KING,120,FALLS ST E,Front,FALLS ST E,42.4528213152,-76.4981148256,Winter King Green Hawthorn
-76.4979243569777,42.4529366852063,6,22,FALL CREEK,UNKNOWN,Street,UNASSIGNED,120,FALLS ST E,Side,TIOGA ST N,42.4529281914,-76.4979219929,London Planetree
-76.4979279282881,42.4530354750529,7,16,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1204,TIOGA ST N,Front,TIOGA ST N,42.4530269814,-76.4979255643,Freeman's Maple
-76.4995836678918,42.453514169001,8,44,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1301,CAYUGA ST N,Side,YORK ST E,42.4535056754,-76.499581303,Norway Maple
-76.4994020833109,42.4535222684526,9,8,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1301,CAYUGA ST N,Side,YORK ST E,42.4535137748,-76.4993997193,Japanese Tree Lilac
-76.4992501480465,42.4535276452809,10,17,FALL CREEK,UNKNOWN,Street,UNASSIGNED,112,YORK ST E,Front,YORK ST E,42.4535191516,-76.4992477838,Green Ash
-76.4991463850329,42.4535330572972,11,29,FALL CREEK,UNKNOWN,Street,UNASSIGNED,112,YORK ST E,Front,YORK ST E,42.4535245637,-76.4991440206,Sugar Maple
-76.4990426330402,42.4535302369629,12,7,FALL CREEK,UNKNOWN,Street,UNASSIGNED,114,YORK ST E,Front,YORK ST E,42.4535217433,-76.4990402684,Japanese Tree Lilac
-76.4989314515162,42.4535411315057,13,5,FALL CREEK,SPRING 2015,Street,UNASSIGNED,116,YORK ST E,Front,YORK ST E,42.4535326379,-76.4989290867,River Birch
-76.4987239278505,42.4535492107809,14,4,FALL CREEK,Spring 2008,Street,UNASSIGNED,118,YORK ST E,Front,YORK ST E,42.4535407172,-76.4987215639,Crabapple
-76.4985719998647,42.4535490985391,15,4,FALL CREEK,SPRING 2015,Street,UNASSIGNED,120,YORK ST E,Front,YORK ST E,42.4535406049,-76.4985696357,River Birch
-76.498483062706,42.4535517768286,16,11,FALL CREEK,UNKNOWN,Street,CRIMSON KING,120,YORK ST E,Front,YORK ST E,42.4535432832,-76.4984806984,'Crimson King' Norway Maple
-76.4983644699249,42.4535626653352,17,10,FALL CREEK,Fall 2011,Street,PURPUREA,120,YORK ST E,Front,YORK ST E,42.4535541717,-76.4983621054,Indian Bean Tree
-76.4982273666529,42.4535598195363,18,10,FALL CREEK,UNKNOWN,Street,CRIMSON KING,120,YORK ST E,Front,YORK ST E,42.4535513259,-76.4982250031,'Crimson King' Norway Maple
-76.4981495498674,42.4535597617347,19,22,FALL CREEK,UNKNOWN,Street,BRADFORD,120,YORK ST E,Front,YORK ST E,42.4535512681,-76.4981471862,'Bradford' Callery Pear
-76.4980754311998,42.4535651948073,20,13,FALL CREEK,UNKNOWN,Street,UNASSIGNED,120,YORK ST E,Front,YORK ST E,42.4535567012,-76.4980730674,Norway Maple
-76.4998735685701,42.4528612865003,21,7,FALL CREEK,UNKNOWN,Street,CENTURION,102,FALLS ST W,Side,CAYUGA ST N,42.4528527926,-76.4998712042,Flowering Crabapple
-76.4998734191978,42.4529737940216,22,9,FALL CREEK,UNKNOWN,Street,RED JEWEL,1204,CAYUGA ST N,Front,CAYUGA ST N,42.4529653003,-76.4998710548,Flowering Crabapple
-76.499884400996,42.4530753332908,23,3,FALL CREEK,Spring 2008,Street,SUGAR CONE,1206,CAYUGA ST N,Front,CAYUGA ST N,42.4530668398,-76.4998820366,Sugar Cone Maple
-76.4998953318359,42.4532152906579,24,12,FALL CREEK,UNKNOWN,Street,AUTUMNALIS,1210,CAYUGA ST N,Front,CAYUGA ST N,42.4532067965,-76.4998929674,Autumn Blooming Higan Cherry
-76.4999026300161,42.4533003627097,25,11,FALL CREEK,UNKNOWN,Street,AUTUMNALIS,1210,CAYUGA ST N,Front,CAYUGA ST N,42.4532918687,-76.4999002656,Autumn Blooming Higan Cherry
-76.4994512295966,42.4527923760074,26,0,FALL CREEK,UNKNOWN,Street,UNASSIGNED,104,FALLS ST E,Front,FALLS ST E,42.4527838819,-76.4994488657,No Tree Wanted
-76.4993215328663,42.452795025114,27,7,FALL CREEK,UNKNOWN,Street,UNASSIGNED,106,FALLS ST E,Front,FALLS ST E,42.4527865311,-76.4993191688,Japanese Tree Lilac
-76.499169603027,42.4527976577517,28,24,FALL CREEK,UNKNOWN,Street,UNASSIGNED,108,FALLS ST E,Front,FALLS ST E,42.4527891637,-76.4991672387,Japanese Zelkova
-76.4989954363946,42.4528030179181,29,13,FALL CREEK,FALL 1996,Street,UNASSIGNED,110,FALLS ST E,Front,FALLS ST E,42.4527945239,-76.4989930717,Swamp White Oak
-76.4989398462766,42.4528084651814,30,24,FALL CREEK,UNKNOWN,Street,INERMIS SKYLINE,110,FALLS ST E,Front,FALLS ST E,42.4527999711,-76.4989374815,Skyline Honeylocust
-76.4988064501392,42.4528056228043,31,19,FALL CREEK,UNKNOWN,Street,UNASSIGNED,112,FALLS ST E,Front,FALLS ST E,42.4527971287,-76.4988040864,Norway Maple
-76.4979352461523,42.4531040827162,32,24,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1204,TIOGA ST N,Front,TIOGA ST N,42.4530955892,-76.4979328821,London Planetree
-76.4979535464713,42.4532714866409,33,23,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1210,TIOGA ST N,Front,TIOGA ST N,42.4532629925,-76.4979511825,London Planetree
-76.4979608010351,42.4533867437539,34,21,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1210,TIOGA ST N,Front,TIOGA ST N,42.4533782498,-76.497958437,London Planetree
-76.4996357028213,42.453396211211,35,11,FALL CREEK,Spring 2009,Street,UNASSIGNED,1207,CAYUGA ST N,Side,YORK ST E,42.4533877174,-76.499633338,Bur Oak
-76.4994244778333,42.4534015449638,36,4,FALL CREEK,Fall 2015,Street,ROYAL RAINDROPS,103,YORK ST E,Front,YORK ST E,42.4533930511,-76.4994221139,Crabapple 'Royal Raindrops'
-76.4992169595781,42.4534068810475,37,2,FALL CREEK,Fall 2019,Street,PINK FLAIR,105,YORK ST E,Front,YORK ST E,42.4533983872,-76.4992145953,Pink Flair Sargent Cherry
-76.4985121748122,42.4512001097809,38,3,FALL CREEK,Fall 2014,Street,FORT MCNAIR,607,UTICA ST,Front,UTICA ST,42.4511916164,-76.4985098107,Red Horsechestnut Common
-76.4990576097931,42.4534149962678,39,15,FALL CREEK,UNKNOWN,Street,UNASSIGNED,109,YORK ST E,Front,YORK ST E,42.4534065024,-76.4990552452,Hedge Maple
-76.49897608395,42.4534176803886,40,11,FALL CREEK,UNKNOWN,Street,UNASSIGNED,111,YORK ST E,Front,YORK ST E,42.4534091865,-76.4989737192,Purple Blow Maple
-76.4988686217001,42.4534176012546,41,2,FALL CREEK,Fall 2019,Street,PINK FLAIR,115,YORK ST E,Front,YORK ST E,42.4534091074,-76.498866258,Pink Flair Sargent Cherry
-76.4987129700092,42.4534312068972,42,7,FALL CREEK,UNKNOWN,Street,UNASSIGNED,117,YORK ST E,Front,YORK ST E,42.4534227131,-76.4987106061,Japanese Tree Lilac
-76.4984535738421,42.45343650329,43,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,121,YORK ST E,Front,YORK ST E,42.4534280095,-76.4984512094,Japanese Tree Lilac
-76.4982682912151,42.4534391100307,44,0,FALL CREEK,UNKNOWN,Street,UNASSIGNED,123,YORK ST E,Front,YORK ST E,42.4534306162,-76.4982659277,Planting Site Small
-76.4980793005131,42.4534444578024,45,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1210,TIOGA ST N,Side,YORK ST E,42.453435964,-76.4980769367,Japanese Tree Lilac
-76.4997211203074,42.4532535809544,46,27,FALL CREEK,UNKNOWN,Street,CRIMSON KING,1207,CAYUGA ST N,Front,CAYUGA ST N,42.4532450868,-76.4997187556,'Crimson King' Norway Maple
-76.4996956232795,42.4529215267502,47,5,FALL CREEK,Fall 2012,Street,UNASSIGNED,102,FALLS ST E,Side,CAYUGA ST N,42.4529130329,-76.4996932586,Kentucky Coffeetree
-76.4996846199039,42.452836451976,48,22,FALL CREEK,UNKNOWN,Street,SCHWEDLERI,102,FALLS ST E,Side,CAYUGA ST N,42.452827958,-76.4996822552,Norway Maple 'Schwedler'
-76.4974833902552,42.4522817610064,49,23,FALL CREEK,UNKNOWN,Street,CRIMSON KING,302,LINCOLN ST E,Side,TIOGA ST N,42.4522732674,-76.4974810272,'Crimson King' Norway Maple
-76.4974877971422,42.4524287017989,50,22,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1107,TIOGA ST N,Front,TIOGA ST N,42.4524202079,-76.4974854336,Japanese Pagodatree
-76.4974987787396,42.4525274972169,51,6,FALL CREEK,Spring 2012,Street,UNASSIGNED,1107,TIOGA ST N,Front,TIOGA ST N,42.4525190035,-76.4974964152,Swamp White Oak
-76.4975023643458,42.4526153107398,52,27,FALL CREEK,UNKNOWN,Street,UNASSIGNED,201,FALLS ST E,Side,TIOGA ST N,42.4526068172,-76.4975000008,London Planetree
-76.497394724619,42.4527469472461,53,3,FALL CREEK,SPRING 2016,Street,WINTER KING,201,FALLS ST E,Front,FALLS ST E,42.452738453,-76.4973923609,Winter King Green Hawthorn
-76.4972576168728,42.452749588461,54,6,FALL CREEK,Fall 2008,Street,CUMULUS,203,FALLS ST E,Front,FALLS ST E,42.4527410942,-76.497255253,Allegheny Serviceberry
-76.4969648612523,42.4527630886968,55,2,FALL CREEK,Spring 2021,Street,UNASSIGNED,1110,AURORA ST N,Side,FALLS ST E,42.4527545945,-76.4969624981,Sargent Cherry
-76.496898161998,42.4527630384219,56,7,FALL CREEK,FALL 1996,Street,ACCOLADE,1110,AURORA ST N,Side,FALLS ST E,42.4527545442,-76.4968957987,'Accolade' Sargent Cherry
-76.4968055241452,42.4527629685312,57,14,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1110,AURORA ST N,Side,FALLS ST E,42.4527544743,-76.4968031607,Norway Maple
-76.4964238322165,42.4527791443053,58,0,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,AURORA ST N,Side,FALLS ST E,42.4527706501,-76.4964214693,Planting Site Small
-76.4962904336761,42.4527790430869,59,16,FALL CREEK,UNKNOWN,Street,UNASSIGNED,303,FALLS ST E,Front,FALLS ST E,42.4527705489,-76.4962880706,Sugar Maple
-76.4961199685653,42.4527871457835,60,14,FALL CREEK,UNKNOWN,Street,CRIMSON KING,305,FALLS ST E,Front,FALLS ST E,42.4527786516,-76.4961176052,'Crimson King' Norway Maple
-76.4959346851624,42.4527924928406,61,19,FALL CREEK,UNKNOWN,Street,UNASSIGNED,309,FALLS ST E,Front,FALLS ST E,42.4527839986,-76.4959323214,Norway Maple
-76.495515941502,42.4528058932466,62,6,FALL CREEK,UNKNOWN,Street,UNASSIGNED,317,FALLS ST E,Front,FALLS ST E,42.4527973991,-76.4955135783,Flowering Dogwood
-76.4953899462631,42.4528112848289,63,3,FALL CREEK,Fall 2017,Street,COLUMNARIS,321,FALLS ST E,Front,FALLS ST E,42.4528027906,-76.4953875828,Columnar Sargent Cherry
-76.4952046538192,42.4528221188761,64,18,FALL CREEK,UNKNOWN,Street,UNASSIGNED,321,FALLS ST E,Front,FALLS ST E,42.4528136247,-76.4952022913,Norway Maple
-76.4950201742155,42.4528280556642,65,20,FALL CREEK,UNKNOWN,Street,UNASSIGNED,302,LAKE ST,Side,FALLS ST E,42.4528195622,-76.4950178118,Northern White Cedar
-76.4949674963497,42.4528250342023,66,8,FALL CREEK,UNKNOWN,Street,UNASSIGNED,302,LAKE ST,Side,FALLS ST E,42.45281654,-76.4949651334,Northern White Cedar
-76.4995440369652,42.4526662149067,67,15,FALL CREEK,UNKNOWN,Street,CRIMSON KING,1109,CAYUGA ST N,Side,FALLS ST E,42.4526577215,-76.499541672,'Crimson King' Norway Maple
-76.4993624584944,42.4526715702129,68,16,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,CAYUGA ST N,Side,FALLS ST E,42.4526630768,-76.4993600945,Hedge Maple
-76.4991956922276,42.4526851683706,69,8,FALL CREEK,UNKNOWN,Street,UNASSIGNED,107,FALLS ST E,Front,FALLS ST E,42.452676675,-76.4991933279,Japanese Tree Lilac
-76.4990474718379,42.4526850594807,70,2,FALL CREEK,Fall 2020,Street,CUMULUS,109,FALLS ST E,Front,FALLS ST E,42.4526765661,-76.4990451073,Allegheny Serviceberry
-76.4985212586279,42.4527066240596,71,7,FALL CREEK,UNKNOWN,Street,RED JEWEL,117,FALLS ST E,Front,FALLS ST E,42.4526981307,-76.4985188944,Flowering Crabapple
-76.4984619704528,42.4527065801778,72,14,FALL CREEK,UNKNOWN,Street,UNASSIGNED,119,FALLS ST E,Front,FALLS ST E,42.4526980868,-76.4984596061,Purple Blow Maple
-76.4983396848817,42.4527092336605,73,8,FALL CREEK,UNKNOWN,Street,CENTURION,121,FALLS ST E,Front,FALLS ST E,42.4527007403,-76.4983373203,Flowering Crabapple
-76.4981247528652,42.4527173063591,74,20,FALL CREEK,UNKNOWN,Street,UNASSIGNED,125,FALLS ST E,Front,FALLS ST E,42.452708813,-76.4981223892,Crabapple
-76.497966257351,42.4527215143334,75,5,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1112,TIOGA ST N,Side,FALLS ST E,42.4527130206,-76.497963893,Japanese Tree Lilac
-76.4978319987921,42.4527308097112,76,13,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1112,TIOGA ST N,Side,FALLS ST E,42.4527223155,-76.4978296346,Hedge Maple
-76.4965208399953,42.4522990013917,77,23,FALL CREEK,UNKNOWN,Street,CRIMSON KING,402,LINCOLN ST E,Side,AURORA ST N,42.4522905072,-76.4965184761,'Crimson King' Norway Maple
-76.4965354042988,42.4524856104571,78,19,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,AURORA ST N,Front,AURORA ST N,42.4524771166,-76.4965330404,Norway Maple
-76.4965426751169,42.4525871472442,79,17,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,AURORA ST N,Front,AURORA ST N,42.4525786536,-76.4965403112,Norway Maple
-76.4965462404485,42.4526886812237,80,38,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,AURORA ST N,Front,AURORA ST N,42.4526801878,-76.4965438766,Silver Maple
-76.496660308253,42.452473191815,81,3,FALL CREEK,UNKNOWN,Street,UNASSIGNED,312,LINCOLN ST E,Side,AURORA ST N,42.4524646979,-76.4966579454,Flowering Dogwood
-76.4966872086736,42.452573536143,82,8,FALL CREEK,UNKNOWN,Street,LEGACY,1108,AURORA ST N,Front,AURORA ST N,42.4525650425,-76.496684845,Legacy Sugar Maple
-76.4967018453849,42.4527080075495,83,17,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1110,AURORA ST N,Front,AURORA ST N,42.4526995141,-76.4966994817,Norway Maple
-76.4972834127278,42.4528538831944,84,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,202,FALLS ST E,Front,FALLS ST E,42.4528453892,-76.4972810488,Kentucky Coffeetree
-76.4971648323422,42.452856538205,85,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,210,FALLS ST E,Front,FALLS ST E,42.4528480442,-76.4971624683,Kentucky Coffeetree
-76.4967238516068,42.4528726703938,86,25,FALL CREEK,UNKNOWN,Street,UNASSIGNED,220,FALLS ST E,Front,FALLS ST E,42.4528641764,-76.496721488,London Planetree
-76.4962198691774,42.4528942412014,87,12,FALL CREEK,N/A,Street,UNASSIGNED,304,FALLS ST E,Front,FALLS ST E,42.4528857472,-76.4962175059,Hedge Maple
-76.4961049980022,42.4528941538458,88,17,FALL CREEK,FALL 1996,Street,AUTUMN BLAZE,304,FALLS ST E,Front,FALLS ST E,42.4528856598,-76.4961026346,Autumn Blaze Maple
-76.4959382380781,42.4529022590913,89,23,FALL CREEK,UNKNOWN,Street,UNASSIGNED,308,FALLS ST E,Front,FALLS ST E,42.4528937651,-76.4959358744,Norway Maple
-76.4958381839429,42.4529049268528,90,3,FALL CREEK,Spring 2009,Street,LEGACY,310,FALLS ST E,Front,FALLS ST E,42.4528964329,-76.4958358213,Legacy Sugar Maple
-76.495719607227,42.4529048362825,91,19,FALL CREEK,UNKNOWN,Street,UNASSIGNED,312,FALLS ST E,Front,FALLS ST E,42.4528963423,-76.4957172444,Norway Maple
-76.4954490810778,42.4529210937234,92,4,FALL CREEK,Fall 2015,Street,ESPRESSO,318,FALLS ST E,Front,FALLS ST E,42.4529125997,-76.4954467178,Kentucky Coffee Tree 'Espresso'
-76.4951526264523,42.4529290983171,93,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,322,FALLS ST E,Front,FALLS ST E,42.4529206043,-76.4951502638,Northern Red Oak
-76.4950970435964,42.4529290555452,94,0,FALL CREEK,N/A,Street,UNASSIGNED,322,FALLS ST E,Front,FALLS ST E,42.4529205616,-76.4950946809,Planting Site Medium Low Priority
-76.4949858701716,42.4529344580914,95,13,FALL CREEK,UNKNOWN,Street,UNASSIGNED,324,FALLS ST E,Front,FALLS ST E,42.4529259641,-76.4949835073,Norway Maple
-76.4976363236696,42.4522037967516,96,10,FALL CREEK,UNKNOWN,Street,UNASSIGNED,216,LINCOLN ST E,Side,TIOGA ST N,42.4521953034,-76.4976339604,Japanese Tree Lilac
-76.4976473166815,42.4522943608017,97,17,FALL CREEK,UNKNOWN,Street,UNASSIGNED,216,LINCOLN ST E,Side,TIOGA ST N,42.4522858667,-76.4976449534,Hedge Maple
-76.4976544920333,42.4524672437583,98,33,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1108,TIOGA ST N,Front,TIOGA ST N,42.4524587499,-76.4976521288,American Sycamore
-76.4976764221478,42.4526895313314,99,30,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1112,TIOGA ST N,Front,TIOGA ST N,42.4526810379,-76.4976740589,Planting Site Small
-76.499641067017,42.4521503962,100,24,FALL CREEK,UNKNOWN,Street,CRIMSON KING,1101,CAYUGA ST N,Front,CAYUGA ST N,42.4521419028,-76.4996387023,'Crimson King' Norway Maple
-76.4996569701332,42.4523099106763,101,2,FALL CREEK,Fall 2020,Street,UNASSIGNED,1103,CAYUGA ST N,Front,CAYUGA ST N,42.4523014174,-76.4996546055,Black Maple
-76.4996666291901,42.452433056911,102,15,FALL CREEK,UNKNOWN,Street,CRIMSON KING,1105,CAYUGA ST N,Front,CAYUGA ST N,42.4524245631,-76.4996642645,'Crimson King' Norway Maple
-76.4996628287336,42.4525044004446,103,6,FALL CREEK,Fall 2012,Street,UNASSIGNED,1105,CAYUGA ST N,Front,CAYUGA ST N,42.4524959068,-76.499660464,Honeylocust
-76.4996738137628,42.4526031956559,104,10,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1109,CAYUGA ST N,Front,CAYUGA ST N,42.4525947022,-76.499671449,Red Maple
-76.4986386804293,42.4508132858081,105,2,FALL CREEK,UNKNOWN,Street,UNASSIGNED,602,UTICA ST,Front,UTICA ST,42.4508047926,-76.4986363165,Rosa Species
-76.4986423303781,42.4508544498478,106,6,FALL CREEK,UNKNOWN,Street,UNASSIGNED,602,UTICA ST,Front,UTICA ST,42.4508459567,-76.4986399665,Rose-of-Sharon
-76.4986422712307,42.4508983552362,107,10,FALL CREEK,UNKNOWN,Street,UNASSIGNED,602,UTICA ST,Front,UTICA ST,42.4508898622,-76.4986399073,Rose-of-Sharon
-76.4986532802517,42.4509779428647,108,22,FALL CREEK,UNKNOWN,Street,UNASSIGNED,606,UTICA ST,Front,UTICA ST,42.4509694491,-76.4986509164,Northern Catalpa
-76.4986715338334,42.4511810189643,109,11,FALL CREEK,Spring 2009,Street,DONALD WYMAN,608,UTICA ST,Front,UTICA ST,42.4511725256,-76.49866917,Flowering Crabapple
-76.4986933969055,42.4514554449398,110,2,FALL CREEK,Fall 2018,Street,UNASSIGNED,616,UTICA ST,Front,UTICA ST,42.4514469511,-76.4986910331,Yellowwood
-76.4987005750423,42.4516283278587,111,8,FALL CREEK,Fall 2011,Street,UNASSIGNED,1019,CAYUGA ST N,Rear,UTICA ST,42.4516198344,-76.4986982112,Yellowwood
-76.4987004826855,42.4516969300188,112,13,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1019,CAYUGA ST N,Rear,UTICA ST,42.4516884366,-76.4986981188,Tatar Maple
-76.4984940106167,42.4509311755756,113,39,FALL CREEK,UNKNOWN,Street,UNASSIGNED,603,UTICA ST,Front,UTICA ST,42.4509226817,-76.4984916465,Norway Maple
-76.4984976197441,42.4510025245729,114,11,FALL CREEK,Fall 2008,Street,SHAMROCK,603,UTICA ST,Front,UTICA ST,42.4509940308,-76.4984952556,'Shamrock' Linden
-76.4985048972668,42.451101317178,115,4,FALL CREEK,Fall 2015,Street,AMERICAN SENTRY,605,UTICA ST,Front,UTICA ST,42.4510928236,-76.4985025331,American Linden 'American Sentry'
-76.4985320722921,42.4514774899894,116,24,FALL CREEK,UNKNOWN,Street,UNASSIGNED,615,UTICA ST,Front,UTICA ST,42.4514689967,-76.4985297081,Sugar Maple
-76.4985276384215,42.4514154764144,117,2,FALL CREEK,Fall 2021,Street,HARVEST GOLD,615,UTICA ST,Front,UTICA ST,42.4514069833,-76.4985252743,Harvest Gold Linden
-76.4985376575022,42.4515376525151,118,0,FALL CREEK,UNKNOWN,Street,UNASSIGNED,617,UTICA ST,Front,UTICA ST,42.4515291588,-76.4985352934,Planting Site Large
-76.4985521388022,42.4517901194267,119,32,FALL CREEK,UNKNOWN,Street,INERMIS SKYLINE,623,UTICA ST,Front,UTICA ST,42.4517816262,-76.4985497747,Skyline Honeylocust
-76.498559379494,42.4519163537779,120,22,FALL CREEK,UNKNOWN,Street,UNASSIGNED,625,UTICA ST,Front,UTICA ST,42.4519078599,-76.4985570154,Red Maple
-76.4993337861079,42.4519443647661,121,12,FALL CREEK,Spring 2004,Street,UNASSIGNED,1019,CAYUGA ST N,Side,LINCOLN ST E,42.451935871,-76.4993314221,Hedge Maple
-76.4989706320203,42.4519578185179,122,13,FALL CREEK,UNKNOWN,Street,ACCOLADE,1019,CAYUGA ST N,Side,LINCOLN ST E,42.4519493247,-76.4989682674,'Accolade' Sargent Cherry
-76.4988112920409,42.4519604452276,123,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1019,CAYUGA ST N,Side,LINCOLN ST E,42.4519519514,-76.4988089284,Washington Hawthorn
-76.4984370176422,42.4519766331775,124,5,FALL CREEK,Spring 2012,Street,UNASSIGNED,625,UTICA ST,Side,LINCOLN ST E,42.4519681394,-76.4984346533,Amur Maackia
-76.498277677594,42.4519792591454,125,4,FALL CREEK,SPRING 2015,Street,AUTUMN SPLENDOR,625,UTICA ST,Side,LINCOLN ST E,42.4519707654,-76.4982753142,Horse Chestnut 'Autumn Spendor'
-76.4980442182159,42.4519900620344,126,10,FALL CREEK,Spring 2009,Street,UNASSIGNED,1024,TIOGA ST N,Side,LINCOLN ST E,42.4519815683,-76.4980418545,Miyabei Maple
-76.497942399659,42.4519888122511,127,7,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1024,TIOGA ST N,Side,LINCOLN ST E,42.4519803184,-76.4979400354,Japanese Tree Lilac
-76.4977811187386,42.451998098241,128,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1024,TIOGA ST N,Side,LINCOLN ST E,42.4519896045,-76.4977787545,Japanese Tree Lilac
-76.4973475588732,42.452011494282,129,5,FALL CREEK,Fall 2012,Street,UNASSIGNED,1021,TIOGA ST N,Side,LINCOLN ST E,42.4520030005,-76.4973451952,Sargent Cherry
-76.4971882123886,42.4520196069085,130,17,FALL CREEK,UNKNOWN,Street,CRIMSON KING,305,LINCOLN ST E,Front,LINCOLN ST E,42.4520111132,-76.4971858484,'Crimson King' Norway Maple
-76.4967949160938,42.452035038761,131,4,FALL CREEK,Fall 2013,Street,COLUMNARIS,309,LINCOLN ST E,Front,LINCOLN ST E,42.4520265448,-76.4967925529,Columnar Sargent Cherry
-76.4961543190642,42.4520654747718,132,0,FALL CREEK,Spring 2008,Street,UNASSIGNED,1011,AURORA ST N,Side,LINCOLN ST E,42.4520569811,-76.4961519558,Planting Site Medium
-76.4960950314974,42.4520654296662,133,5,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1011,AURORA ST N,Side,LINCOLN ST E,42.452056936,-76.4960926681,Fringe Tree
-76.4960468565394,42.4520681370814,134,20,FALL CREEK,UNKNOWN,Street,UNASSIGNED,1011,AURORA ST N,Side,LINCOLN ST E,42.4520596434,-76.4960444931,Common Lilac
-76.4959838673101,42.4520653450106,135,1,FALL CREEK,UNKNOWN,Street,UNASSIGNED,405,LINCOLN ST E,Front,LINCOLN ST E,42.4520568513,-76.4959815037,Showy Forsythia
-76.4959431071082,42.4520653139433,136,9,FALL CREEK,UNKNOWN,Street,UNASSIGNED,405,LINCOLN ST E,Front,LINCOLN ST E,42.4520568202,-76.4959407435,Northern White Cedar
-76.4958838183262,42.4520652687275,137,16,FALL CREEK,UNKNOWN,Street,UNASSIGNED,405,LINCOLN ST E,Front,LINCOLN ST E,42.452056775,-76.4958814558,Northern White Cedar
-76.4958430543054,42.4520679817106,138,1,FALL CREEK,UNKNOWN,Street,UNASSIGNED,405,LINCOLN ST E,Front,LINCOLN ST E,42.452059488,-76.4958406917,Forsythia
-76.4956207259237,42.4520678118029,139,13,FALL CREEK,UNKNOWN,Street,ROBIN HILL,411,LINCOLN ST E,Front,LINCOLN ST E,42.4520593181,-76.4956183629,Robin Hill Serviceberry
-76.4955058370917,42.4520814442781,140,10,FALL CREEK,UNKNOWN,Street,ROBIN HILL,413,LINCOLN ST E,Front,LINCOLN ST E,42.4520729506,-76.4955034739,Robin Hill Serviceberry
-76.4957281769931,42.4520733821507,141,5,FALL CREEK,UNKNOWN,Street,UNASSIGNED,409,LINCOLN ST E,Front,LINCOLN ST E,42.4520648884,-76.4957258142,No Tree Wanted
-76.49537613783,42.452086833008,142,8,FALL CREEK,Spring 2014,Street,ACCOLADE,415,LINCOLN ST E,Front,LINCOLN ST E,42.4520783393,-76.4953737744,Cherry 'Accolade'
-76.4952538482794,42.452092227285,143,10,FALL CREEK,UNKNOWN,Street,ROBIN HILL,417,LINCOLN ST E,Front,LINCOLN ST E,42.4520837336,-76.4952514859,Robin Hill Serviceberry
-76.4973077750299,42.4512979994586,144,7,FALL CREEK,Spring 2010,Street,HARVEST GOLD,931,TIOGA ST N,Side,QUEEN ST,42.4512895062,-76.4973054113,Flowering Crabapple
-76.4971521508245,42.4512951384724,145,6,FALL CREEK,Fall 2014,Street,STATE STREET,931,TIOGA ST N,Side,QUEEN ST,42.4512866452,-76.4971497868,State Street Maple
-76.4968594057302,42.4513058943619,146,6,FALL CREEK,UNKNOWN,Street,UNASSIGNED,111,QUEEN ST,Front,QUEEN ST,42.4512974011,-76.4968570425,Gray Dogwood
